rank,company,ticker,cik,fiscal_year,executive_name,title,salary,bonus,stock_awards,option_awards,non_equity_incentive,pension_change,other_comp,total_comp
36,Lowe's Companies Inc.,LOW,0000060667,2023,"Joseph M. McFarland III Executive Vice President, Stores",,"857,704.00",0.00,0.00,0.00,"3,321,989.00",0.00,"1,065,757.00","540,096.00"
36,Lowe's Companies Inc.,LOW,0000060667,2022,"Joseph M. McFarland III Executive Vice President, Stores",,"832,291.00",0.00,0.00,0.00,"2,798,505.00",0.00,"945,602.00","1,064,000.00"
36,Lowe's Companies Inc.,LOW,0000060667,2024,"William P. Boltz Executive Vice President, Merchandising",,"866,781.00",0.00,0.00,0.00,"3,472,239.00",0.00,"1,087,386.00","851,525.00"
36,Lowe's Companies Inc.,LOW,0000060667,2023,"William P. Boltz Executive Vice President, Merchandising",,"840,650.00",0.00,0.00,0.00,"3,259,415.00",0.00,"1,045,694.00","529,357.00"
36,Lowe's Companies Inc.,LOW,0000060667,2022,"William P. Boltz Executive Vice President, Merchandising",,"806,789.00",0.00,0.00,0.00,"2,719,575.00",0.00,"918,946.00","1,031,399.00"
36,Lowe's Companies Inc.,LOW,0000060667,2024,"Seemantini Godbole Executive Vice President, Chief Digital and Information Officer",,"809,988.00",0.00,0.00,0.00,"2,922,985.00",0.00,"915,323.00","795,733.00"
36,Lowe's Companies Inc.,LOW,0000060667,2023,"Seemantini Godbole Executive Vice President, Chief Digital and Information Officer",,"778,827.00",0.00,0.00,0.00,"2,717,485.00",0.00,"871,854.00","490,427.00"
36,Lowe's Companies Inc.,LOW,0000060667,2022,"Seemantini Godbole Executive Vice President, Chief Digital and Information Officer",,"745,702.00",0.00,0.00,0.00,"2,519,539.00",0.00,"851,263.00","953,305.00"
42,Archer Daniels Midland Co.,ADM,0000007084,2024,"J. R. LUCIANO Board Chair, CEO and",President,"1,492,500.00",0.00,0.00,0.00,"17,700,074.00",0.00,"1,199,970.00","37,857.00"
42,Archer Daniels Midland Co.,ADM,0000007084,2023,"J. R. LUCIANO Board Chair, CEO and",President,"1,482,918.00",0.00,0.00,0.00,"17,919,686.00",0.00,"3,609,611.00","117,551.00"
42,Archer Daniels Midland Co.,ADM,0000007084,2022,"J. R. LUCIANO Board Chair, CEO and",President,"1,429,174.00",0.00,0.00,0.00,"17,727,259.00",0.00,"4,712,540.00",0.00
42,Archer Daniels Midland Co.,ADM,0000007084,2024,M. PATOLAWALA(6) Executive Vice President,and Chief Financial,"593,750.00",0.00,"1,400,000.00",0.00,"16,950,064.00",0.00,"524,222.00","14,835.00"
42,Archer Daniels Midland Co.,ADM,0000007084,2024,I. ROIG(7) Former Interim Chief Financial,Officer; President of EMEA and,"772,427.00",0.00,0.00,0.00,"2,200,072.00",0.00,"193,600.00",0.00
42,Archer Daniels Midland Co.,ADM,0000007084,2024,G. A. MORRIS Senior Vice President,"and President,","731,920.00",0.00,0.00,0.00,"3,300,077.00",0.00,"258,896.00",0.00
42,Archer Daniels Midland Co.,ADM,0000007084,2023,G. A. MORRIS Senior Vice President,"and President,","714,000.00",0.00,0.00,0.00,"3,239,765.00",0.00,"863,405.00","214,426.00"
42,Archer Daniels Midland Co.,ADM,0000007084,2022,G. A. MORRIS Senior Vice President,"and President,","711,668.00",0.00,0.00,0.00,"3,223,194.00",0.00,"1,172,388.00",0.00
42,Archer Daniels Midland Co.,ADM,0000007084,2024,C. M. CUDDY Senior Vice President,"and President,","693,840.00",0.00,0.00,0.00,"3,100,060.00",0.00,"351,400.00",0.00
42,Archer Daniels Midland Co.,ADM,0000007084,2023,C. M. CUDDY Senior Vice President,"and President,","660,834.00",0.00,0.00,0.00,"3,138,499.00",0.00,"801,733.00","171,259.00"
42,Archer Daniels Midland Co.,ADM,0000007084,2022,C. M. CUDDY Senior Vice President,"and President,","650,004.00",0.00,0.00,0.00,"3,223,194.00",0.00,"1,067,300.00",0.00
42,Archer Daniels Midland Co.,ADM,0000007084,2024,I. PINNER(8) Senior Vice President and,"President, Nutrition, and Chief","701,803.00",0.00,0.00,0.00,"3,000,081.00",0.00,"352,800.00",0.00
42,Archer Daniels Midland Co.,ADM,0000007084,2024,V. LUTHAR(9) Former Senior Vice President,and Chief Financial Officer,"581,256.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,Archer Daniels Midland Co.,ADM,0000007084,2023,V. LUTHAR(9) Former Senior Vice President,and Chief Financial Officer,"770,840.00",0.00,0.00,0.00,"3,492,888.00",0.00,"743,419.00","93,909.00"
42,Archer Daniels Midland Co.,ADM,0000007084,2022,V. LUTHAR(9) Former Senior Vice President,and Chief Financial Officer,"704,798.00",0.00,0.00,0.00,"2,411,505.00",0.00,"1,231,500.00",0.00
43,Albertsons Cos. Inc.,ACI,0001646972,2024,Vivek Sankaran,Former Chief Executive Officer,"1,500,000.00",0.00,0.00,0.00,"11,499,997.00",0.00,"2,080,382.00","160,132.00"
43,Albertsons Cos. Inc.,ACI,0001646972,2023,Vivek Sankaran,Former Chief Executive Officer,"1,500,000.00",0.00,0.00,0.00,"10,500,020.00",0.00,"2,931,642.00","193,621.00"
43,Albertsons Cos. Inc.,ACI,0001646972,2022,Vivek Sankaran,Former Chief Executive Officer,"1,500,000.00",0.00,0.00,0.00,"9,499,985.00",0.00,"4,904,692.00","198,453.00"
43,Albertsons Cos. Inc.,ACI,0001646972,2024,Sharon McCollam,President and,"1,000,000.00",0.00,"2,000,000.00",0.00,"4,000,004.00",0.00,"866,826.00","15,418.00"
43,Albertsons Cos. Inc.,ACI,0001646972,2023,Sharon McCollam,President and,"1,000,000.00",0.00,0.00,0.00,"4,399,987.00",0.00,"1,221,517.00","3,716.00"
43,Albertsons Cos. Inc.,ACI,0001646972,2022,Sharon McCollam,President and,"1,000,000.00",0.00,0.00,0.00,"4,000,021.00",0.00,"2,335,569.00","5,378.00"
43,Albertsons Cos. Inc.,ACI,0001646972,2024,Susan Morris,Former Executive Vice President and Chief Operations Officer; Current Chief Executive Officer,"1,000,000.00",0.00,"2,000,000.00",0.00,"4,400,001.00",0.00,"866,826.00","11,250.00"
43,Albertsons Cos. Inc.,ACI,0001646972,2023,Susan Morris,Former Executive Vice President and Chief Operations Officer; Current Chief Executive Officer,"1,000,000.00",0.00,0.00,0.00,"4,399,987.00",0.00,"977,214.00","92,059.00"
43,Albertsons Cos. Inc.,ACI,0001646972,2022,Susan Morris,Former Executive Vice President and Chief Operations Officer; Current Chief Executive Officer,"1,000,000.00",0.00,"172,637.00",0.00,"4,000,021.00",0.00,"1,868,454.00","105,756.00"
43,Albertsons Cos. Inc.,ACI,0001646972,2024,Thomas Moriarty,"Executive Vice President, M&A and Corporate Affairs","900,000.00",0.00,"1,350,000.00",0.00,"3,499,989.00",0.00,"624,115.00",0.00
43,Albertsons Cos. Inc.,ACI,0001646972,2023,Thomas Moriarty,"Executive Vice President, M&A and Corporate Affairs","657,692.00",0.00,0.00,0.00,"3,499,991.00",0.00,"584,221.00",0.00
43,Albertsons Cos. Inc.,ACI,0001646972,2024,Omer Gajial(1),Executive Vice President and Chief Merchandising and Digital Officer,"900,000.00",0.00,"1,500,000.00",0.00,"3,225,006.00",0.00,"624,115.00","58,098.00"
44,FedEx Corp.,FDX,0001048911,2024,Sriram Krishnasamy(7),"Executive Vice President,","627,300.00","1,237,500.00","1,151,667.00","1,197,846.00","808,852.00","154,764.00","816,161.00","5,994,090.00"
45,Humana Inc.,HUM,0000049071,2024,James A. Rechtin(5)(8),Chief Executive Officer,"1,105,769.00",0.00,"7,317,483.00","4,495,979.00","1,943,477.00",0.00,"716,768.00","15,579,476.00"
45,Humana Inc.,HUM,0000049071,2024,Bruce D. Broussard(9),Former Chief Executive Officer,"1,344,231.00",0.00,"8,000,037.00",0.00,"2,491,803.00",0.00,"221,093.00","12,057,164.00"
45,Humana Inc.,HUM,0000049071,2023,Bruce D. Broussard(9),Former Chief Executive Officer,"1,469,893.00",0.00,"10,898,833.00","3,492,874.00",0.00,0.00,"465,784.00","16,327,384.00"
45,Humana Inc.,HUM,0000049071,2022,Bruce D. Broussard(9),Former Chief Executive Officer,"1,349,465.00",0.00,"9,638,547.00","2,785,410.00","3,072,394.00",0.00,"353,028.00","17,198,844.00"
45,Humana Inc.,HUM,0000049071,2024,Susan M. Diamond(8)(10),Chief Financial Officer,"846,192.00",0.00,"6,733,897.00","948,087.00","911,377.00",0.00,"177,961.00","9,617,514.00"
45,Humana Inc.,HUM,0000049071,2023,Susan M. Diamond(8)(10),Chief Financial Officer,"790,000.00",0.00,"2,802,776.00","898,145.00",0.00,0.00,"239,812.00","4,730,733.00"
45,Humana Inc.,HUM,0000049071,2022,Susan M. Diamond(8)(10),Chief Financial Officer,"750,000.00",0.00,"2,258,317.00","652,754.00","975,750.00",0.00,"174,177.00","4,810,998.00"
45,Humana Inc.,HUM,0000049071,2024,David E. Dintenfass(6),"President, Enterprise Growth","605,769.00","5,684,000.00","6,084,670.00","4,877,489.00","601,407.00",0.00,"208,222.00","18,061,557.00"
45,Humana Inc.,HUM,0000049071,2024,"Sanjay K. Shetty, M.D.(7)(8)","President, CenterWell","694,808.00","550,000.00","3,798,420.00","623,769.00","661,107.00",0.00,"107,159.00","6,435,263.00"
45,Humana Inc.,HUM,0000049071,2023,"Sanjay K. Shetty, M.D.(7)(8)","President, CenterWell","493,269.00","1,400,000.00","1,401,072.00","449,844.00",0.00,0.00,"837,756.00","4,581,941.00"
45,Humana Inc.,HUM,0000049071,2024,George Renaudin II(8),"President, Insurance","717,885.00",0.00,"3,906,380.00","661,165.00","756,626.00",0.00,"110,025.00","6,152,081.00"
45,Humana Inc.,HUM,0000049071,2023,George Renaudin II(8),"President, Insurance","655,000.00",0.00,"1,712,892.00","548,910.00",0.00,0.00,"135,676.00","3,052,478.00"
47,PepsiCo Inc.,PEP,0000077476,2024,Ramon L.,Laguarta,"1,763,462.00",0.00,"11,005,571.00","3,375,000.00","3,391,500.00","6,766,500.00","8,741,242.00","537,984.00"
47,PepsiCo Inc.,PEP,0000077476,2023,Ramon L.,Laguarta,"1,688,462.00",0.00,"10,230,075.00","6,750,000.00","6,667,400.00","13,417,400.00","7,746,199.00","824,076.00"
47,PepsiCo Inc.,PEP,0000077476,2022,Ramon L.,Laguarta,"1,644,712.00",0.00,"9,404,937.00","6,320,000.00","6,164,200.00","12,484,200.00","4,251,779.00","602,600.00"
47,PepsiCo Inc.,PEP,0000077476,2024,Jamie Caulfield,EVP and CFO,"700,000.00",0.00,"2,144,941.00","850,500.00",0.00,"850,500.00","669,477.00","48,542.00"
47,PepsiCo Inc.,PEP,0000077476,2023,Jamie Caulfield,EVP and CFO,"498,615.00",0.00,"1,261,467.00","612,100.00","210,540.00","822,640.00","638,757.00","125,770.00"
47,PepsiCo Inc.,PEP,0000077476,2024,Steven Williams,"CEO, PFNA","892,308.00",0.00,"2,969,969.00","770,400.00","833,000.00","1,603,400.00","2,464,533.00","138,240.00"
47,PepsiCo Inc.,PEP,0000077476,2023,Steven Williams,"CEO, PFNA","842,308.00",0.00,"2,640,069.00","2,013,690.00","1,509,600.00","3,523,290.00","2,791,721.00","189,341.00"
47,PepsiCo Inc.,PEP,0000077476,2022,Steven Williams,"CEO, PFNA","815,385.00",0.00,"2,310,036.00","2,594,880.00","1,761,200.00","4,356,080.00","484,099.00","146,890.00"
47,PepsiCo Inc.,PEP,0000077476,2024,Silviu Popovici,"CEO, Europe","800,000.00",0.00,"2,177,955.00","1,713,600.00","761,600.00","2,475,200.00","458,721.00","360,462.00"
47,PepsiCo Inc.,PEP,0000077476,2023,Silviu Popovici,"CEO, Europe","791,667.00",0.00,"2,112,021.00","2,434,380.00","1,509,600.00","3,943,980.00","385,513.00","414,260.00"
47,PepsiCo Inc.,PEP,0000077476,2022,Silviu Popovici,"CEO, Europe","764,423.00",0.00,"2,111,991.00","2,059,430.00","2,264,400.00","4,323,830.00","297,469.00","1,886,345.00"
47,PepsiCo Inc.,PEP,0000077476,2024,Becky Schmitt,EVP and CPO,"725,000.00","1,800,000.00","1,715,920.00","861,300.00",0.00,"861,300.00",0.00,"170,632.00"
48,ConocoPhillips,COP,0001163165,2024,R.M.,Lance,0.00,"1,791,833.00",0.00,0.00,"15,416,811.00",0.00,0.00,"3,547,830.00"
48,ConocoPhillips,COP,0001163165,2023,R.M.,Lance,"1,742,500.00",0.00,"14,842,125.00",0.00,"3,737,663.00",0.00,"448,385.00","20,770,673.00"
48,ConocoPhillips,COP,0001163165,2022,R.M.,Lance,"1,685,833.00",0.00,"14,308,868.00",0.00,"3,425,614.00",0.00,"552,024.00","19,972,339.00"
48,ConocoPhillips,COP,0001163165,2024,W.L.,"Bullock, Jr.","1,084,776.00",0.00,"4,973,507.00",0.00,"1,496,991.00","3,412,975.00","187,005.00","11,155,254.00"
48,ConocoPhillips,COP,0001163165,2023,W.L.,"Bullock, Jr.","1,004,976.00",0.00,"5,141,485.00",0.00,"1,469,777.00","2,350,206.00","226,476.00","10,192,920.00"
48,ConocoPhillips,COP,0001163165,2022,W.L.,"Bullock, Jr.","953,556.00",0.00,"3,903,751.00",0.00,"1,211,016.00","870,570.00","595,849.00","7,534,742.00"
48,ConocoPhillips,COP,0001163165,2024,N.G.,Olds,"952,632.00",0.00,"4,515,851.00",0.00,"1,143,158.00","2,295,501.00","320,163.00","9,227,305.00"
48,ConocoPhillips,COP,0001163165,2023,N.G.,Olds,"840,056.00",0.00,"2,764,013.00",0.00,"1,037,469.00","1,473,838.00","239,438.00","6,354,814.00"
48,ConocoPhillips,COP,0001163165,2022,N.G.,Olds,"760,668.00",0.00,"3,148,392.00",0.00,"879,104.00","434,433.00","123,171.00","5,345,768.00"
48,ConocoPhillips,COP,0001163165,2024,K.B. Rose,"Senior Vice President,","951,984.00",0.00,"3,717,766.00",0.00,"1,085,262.00","187,657.00","202,796.00","6,145,465.00"
48,ConocoPhillips,COP,0001163165,2023,K.B. Rose,"Senior Vice President,","947,320.00",0.00,"3,242,925.00",0.00,"1,169,940.00","178,260.00","180,104.00","5,718,549.00"
48,ConocoPhillips,COP,0001163165,2022,K.B. Rose,"Senior Vice President,","915,976.00",0.00,"3,223,715.00",0.00,"1,105,125.00","144,046.00","153,171.00","5,542,033.00"
48,ConocoPhillips,COP,0001163165,2024,A.M. O’Brien,"Senior Vice President, Strategy, Commercial, Sustainability and Technology","725,544.00",0.00,"3,104,357.00",0.00,"722,642.00",0.00,"145,133.00","4,697,676.00"
48,ConocoPhillips,COP,0001163165,2023,A.M. O’Brien,"Senior Vice President, Strategy, Commercial, Sustainability and Technology",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48,ConocoPhillips,COP,0001163165,2022,A.M. O’Brien,"Senior Vice President, Strategy, Commercial, Sustainability and Technology",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50,Intel Corp.,INTC,0000050863,2024,Michelle Johnston Holthaus,,"808,300.00",0.00,0.00,0.00,"11,018,800.00",0.00,"677,200.00",0.00
50,Intel Corp.,INTC,0000050863,2023,"CEO Intel Products, Former Interim Co-CEO",,"752,800.00",0.00,0.00,0.00,"7,033,000.00",0.00,"1,333,800.00",0.00
50,Intel Corp.,INTC,0000050863,2022,"CEO Intel Products, Former Interim Co-CEO",,"856,300.00",0.00,0.00,0.00,"5,997,400.00",0.00,"666,000.00",0.00
50,Intel Corp.,INTC,0000050863,2024,David A. Zinsner,,"808,300.00",0.00,0.00,0.00,"10,728,800.00",0.00,"677,200.00",0.00
50,Intel Corp.,INTC,0000050863,2023,"EVP, CFO, and Former Interim Co-CEO",,"752,800.00",0.00,0.00,0.00,"6,334,400.00",0.00,"1,296,000.00",0.00
50,Intel Corp.,INTC,0000050863,2022,"EVP, CFO, and Former Interim Co-CEO",,"790,600.00",0.00,"2,000,000.00",0.00,"16,560,600.00",0.00,"634,700.00",0.00
50,Intel Corp.,INTC,0000050863,2024,Christoph Schell,,"808,300.00",0.00,0.00,0.00,"10,024,500.00",0.00,"603,400.00",0.00
50,Intel Corp.,INTC,0000050863,2023,"EVP, CCO, and GM, SMG",,"752,800.00",0.00,0.00,0.00,"6,433,300.00",0.00,"1,245,400.00",0.00
50,Intel Corp.,INTC,0000050863,2022,"EVP, CCO, and GM, SMG",,"659,400.00",0.00,"20,000,000.00",0.00,"6,478,000.00",0.00,"518,300.00",0.00
50,Intel Corp.,INTC,0000050863,2024,Justin Hotard,,"721,900.00",0.00,"1,500,000.00",0.00,"9,533,700.00",0.00,"499,700.00",0.00
50,Intel Corp.,INTC,0000050863,2024,April Miller Boise,,"718,800.00",0.00,0.00,0.00,"5,234,400.00",0.00,"562,600.00",0.00
50,Intel Corp.,INTC,0000050863,2024,Patrick P. Gelsinger,,"1,145,800.00",0.00,0.00,0.00,"24,625,700.00",0.00,"822,200.00",0.00
50,Intel Corp.,INTC,0000050863,2023,Former CEO,,"1,067,700.00",0.00,0.00,0.00,"12,426,800.00",0.00,"2,886,000.00","112,000.00"
50,Intel Corp.,INTC,0000050863,2022,Former CEO,,"1,302,100.00",0.00,0.00,0.00,"8,869,600.00",0.00,"945,900.00",0.00
51,Boeing Co.,BA,0000012927,2024,Robert K. Ortberg,President and CEO,"525,000.00","1,250,000.00","7,999,900.00","7,999,946.00",0.00,0.00,"613,783.00","18,388,629.00"
51,Boeing Co.,BA,0000012927,2024,Brian J. West Chief Financial Officer,,"1,000,000.00",0.00,"4,674,622.00",0.00,"209,000.00",0.00,"302,808.00","6,186,430.00"
51,Boeing Co.,BA,0000012927,2023,Brian J. West Chief Financial Officer,,"1,000,000.00",0.00,"9,364,000.00",0.00,"1,089,000.00",0.00,"488,638.00","11,941,638.00"
51,Boeing Co.,BA,0000012927,2022,Brian J. West Chief Financial Officer,,"1,000,000.00",0.00,"3,000,000.00","3,000,000.00","1,343,100.00",0.00,"456,757.00","8,799,857.00"
51,Boeing Co.,BA,0000012927,2024,Stephanie F. Pope,"President and CEO,","1,191,539.00",0.00,"7,791,487.00",0.00,"87,213.00",0.00,"891,052.00","9,961,291.00"
51,Boeing Co.,BA,0000012927,2023,Stephanie F. Pope,"President and CEO,","959,231.00",0.00,"6,437,750.00",0.00,"1,368,500.00","118,720.00","772,022.00","9,656,223.00"
51,Boeing Co.,BA,0000012927,2024,Brett C. Gerry Chief Legal Officer,,"900,000.00",0.00,"3,116,479.00",0.00,"171,000.00",0.00,"225,198.00","4,412,677.00"
51,Boeing Co.,BA,0000012927,2023,Brett C. Gerry Chief Legal Officer,,"900,000.00",0.00,"6,437,750.00",0.00,"850,500.00","68,500.00","304,729.00","8,561,479.00"
51,Boeing Co.,BA,0000012927,2022,Brett C. Gerry Chief Legal Officer,,"890,000.00",0.00,"2,000,000.00","2,000,000.00","1,048,950.00",0.00,"270,690.00","6,209,640.00"
51,Boeing Co.,BA,0000012927,2024,D. Christopher Raymond,"President and CEO,","694,352.00",0.00,"2,025,432.00",0.00,"392,000.00",0.00,"658,953.00","3,770,737.00"
51,Boeing Co.,BA,0000012927,2024,David L. Calhoun,Former President and,"1,346,154.00",0.00,"13,245,567.00",0.00,0.00,0.00,"459,091.00","15,050,812.00"
51,Boeing Co.,BA,0000012927,2023,David L. Calhoun,Former President and,"1,400,000.00",0.00,"30,231,750.00",0.00,0.00,0.00,"1,138,769.00","32,770,519.00"
51,Boeing Co.,BA,0000012927,2022,David L. Calhoun,Former President and,"1,400,000.00",0.00,"8,500,000.00","8,500,000.00","3,418,800.00",0.00,"778,378.00","22,597,178.00"
51,Boeing Co.,BA,0000012927,2024,Stanley A. Deal,Former President and,"858,846.00",0.00,"4,674,622.00",0.00,0.00,0.00,"587,126.00","6,120,594.00"
51,Boeing Co.,BA,0000012927,2023,Stanley A. Deal,Former President and,"1,100,000.00",0.00,"9,832,200.00",0.00,"756,000.00","338,125.00","512,651.00","12,538,976.00"
51,Boeing Co.,BA,0000012927,2022,Stanley A. Deal,Former President and,"1,100,000.00",0.00,"2,800,000.00","2,800,000.00","1,740,000.00",0.00,"361,396.00","8,801,396.00"
51,Boeing Co.,BA,0000012927,2024,Theodore Colbert III,Former President and,"969,231.00",0.00,"3,895,550.00",0.00,0.00,0.00,"257,654.00","5,122,435.00"
51,Boeing Co.,BA,0000012927,2023,Theodore Colbert III,Former President and,"1,000,000.00",0.00,"7,023,000.00",0.00,"600,000.00",0.00,"340,171.00","8,963,171.00"
51,Boeing Co.,BA,0000012927,2022,Theodore Colbert III,Former President and,"966,154.00",0.00,"2,000,000.00","2,000,000.00","899,863.00",0.00,"425,846.00","6,291,863.00"
52,American Airlines Group Inc.,AAL,0000006201,2024,Robert Isom,,"1,300,000.00",0.00,0.00,0.00,"11,250,000.00",0.00,"3,000,920.00","59,923.00"
52,American Airlines Group Inc.,AAL,0000006201,2023,"Chief Executive Officer, President",,"1,300,000.00",0.00,"2,750,000.00",0.00,"19,500,000.00",0.00,"7,778,160.00","110,002.00"
52,American Airlines Group Inc.,AAL,0000006201,2022,and Director,,"1,162,083.00",0.00,0.00,0.00,"3,653,000.00",0.00,0.00,"71,566.00"
52,American Airlines Group Inc.,AAL,0000006201,2024,Steve Johnson,,"850,000.00",0.00,0.00,0.00,"3,991,000.00",0.00,"1,471,605.00","67,967.00"
52,American Airlines Group Inc.,AAL,0000006201,2023,Vice Chair and,,"826,346.00",0.00,0.00,0.00,"6,046,000.00",0.00,"3,270,125.00","64,613.00"
52,American Airlines Group Inc.,AAL,0000006201,2022,Chief Strategy Officer,,"735,616.00",0.00,0.00,0.00,"2,695,000.00",0.00,0.00,"63,492.00"
52,American Airlines Group Inc.,AAL,0000006201,2024,Devon May,,"775,000.00",0.00,0.00,0.00,"2,965,000.00",0.00,"1,118,170.00","66,361.00"
52,American Airlines Group Inc.,AAL,0000006201,2023,Executive Vice President and Chief Financial Officer,,"738,075.00",0.00,"2,445,527.00",0.00,"2,360,000.00",0.00,"2,340,912.00","53,788.00"
52,American Airlines Group Inc.,AAL,0000006201,2024,David Seymour,,"775,000.00",0.00,0.00,0.00,"2,965,000.00",0.00,"1,118,170.00","36,728.00"
52,American Airlines Group Inc.,AAL,0000006201,2023,Executive Vice President and Chief Operating Officer,,"766,250.00",0.00,"32,083.00",0.00,"3,313,000.00",0.00,"2,898,190.00","35,396.00"
52,American Airlines Group Inc.,AAL,0000006201,2022,Executive Vice President and Chief Operating Officer,,"750,000.00",0.00,0.00,0.00,"2,380,000.00",0.00,0.00,"36,838.00"
52,American Airlines Group Inc.,AAL,0000006201,2024,Priya Aiyar,,"730,000.00",0.00,0.00,0.00,"2,449,000.00",0.00,0.00,"59,993.00"
52,American Airlines Group Inc.,AAL,0000006201,2023,Former Executive Vice President and Chief Legal Officer,,"693,250.00",0.00,"1,185,069.00",0.00,"3,101,000.00",0.00,"2,729,908.00","47,838.00"
52,American Airlines Group Inc.,AAL,0000006201,2024,Vasu Raja,,"402,404.00",0.00,0.00,0.00,"2,965,000.00",0.00,0.00,"438,961.00"
52,American Airlines Group Inc.,AAL,0000006201,2023,Former Executive Vice President and Chief Commercial Officer,,"731,250.00",0.00,"4,468,169.00",0.00,"4,073,000.00",0.00,"2,898,190.00","47,425.00"
53,United Airlines Holdings Inc.,UAL,0000100517,2024,Scott Kirby,,"1,175,000.00",0.00,"3,000,000.00",0.00,"24,405,267.00",0.00,"5,141,223.00",0.00
53,United Airlines Holdings Inc.,UAL,0000100517,2023,Chief Executive Officer,,"1,075,000.00",0.00,0.00,0.00,"10,705,744.00",0.00,"6,636,815.00",0.00
53,United Airlines Holdings Inc.,UAL,0000100517,2022,Chief Executive Officer,,"1,000,000.00",0.00,0.00,0.00,"8,666,624.00",0.00,0.00,0.00
53,United Airlines Holdings Inc.,UAL,0000100517,2024,Michael Leskinen,,"761,250.00",0.00,"569,307.00",0.00,"5,045,623.00",0.00,"1,580,451.00",0.00
53,United Airlines Holdings Inc.,UAL,0000100517,2023,Executive Vice President and,,"447,103.00",0.00,"1,128,240.00",0.00,"988,963.00",0.00,"770,131.00",0.00
53,United Airlines Holdings Inc.,UAL,0000100517,2024,Brett Hart,,"975,000.00",0.00,"4,200,000.00",0.00,"15,263,264.00",0.00,"2,986,356.00",0.00
53,United Airlines Holdings Inc.,UAL,0000100517,2023,President,,"868,750.00",0.00,"3,875,000.00",0.00,"6,420,817.00",0.00,"3,687,526.00",0.00
53,United Airlines Holdings Inc.,UAL,0000100517,2022,President,,"775,000.00",0.00,0.00,0.00,"2,603,683.00",0.00,0.00,0.00
53,United Airlines Holdings Inc.,UAL,0000100517,2024,Torbjorn Enqvist,,"860,000.00",0.00,"2,220,980.00",0.00,"7,568,878.00",0.00,"1,881,489.00",0.00
53,United Airlines Holdings Inc.,UAL,0000100517,2023,Executive Vice President and,,"775,000.00",0.00,"1,525,000.00",0.00,"2,996,475.00",0.00,"2,121,677.00","19,595.00"
53,United Airlines Holdings Inc.,UAL,0000100517,2024,Andrew Nocella,,"798,875.00",0.00,"2,600,000.00",0.00,"6,464,807.00",0.00,"1,677,748.00",0.00
54,Lockheed Martin Corp.,LMT,0000936468,2024,"James D. Taiclet Chairman, President and Chief Executive Officer",,"1,751,000.00",0.00,0.00,0.00,"13,046,594.00",0.00,"6,566,900.00",0.00
54,Lockheed Martin Corp.,LMT,0000936468,2023,"James D. Taiclet Chairman, President and Chief Executive Officer",,"1,751,000.00",0.00,0.00,0.00,"13,008,681.00",0.00,"6,655,900.00",0.00
54,Lockheed Martin Corp.,LMT,0000936468,2022,"James D. Taiclet Chairman, President and Chief Executive Officer",,"1,751,000.00",0.00,0.00,0.00,"13,413,894.00",0.00,"7,989,200.00",0.00
54,Lockheed Martin Corp.,LMT,0000936468,2024,Jesus MalaveChief Financial Officer,,"1,014,808.00",0.00,0.00,0.00,"4,269,880.00",0.00,"3,012,600.00",0.00
54,Lockheed Martin Corp.,LMT,0000936468,2023,Jesus MalaveChief Financial Officer,,"984,808.00",0.00,0.00,0.00,"4,065,426.00",0.00,"1,434,500.00",0.00
54,Lockheed Martin Corp.,LMT,0000936468,2022,Jesus MalaveChief Financial Officer,,"867,692.00",0.00,"750,000.00",0.00,"11,153,772.00",0.00,"1,175,400.00",0.00
54,Lockheed Martin Corp.,LMT,0000936468,2024,Frank A. St. John Chief Operating Officer,,"1,069,615.00",0.00,0.00,0.00,"5,139,703.00",0.00,"2,817,500.00",0.00
54,Lockheed Martin Corp.,LMT,0000936468,2023,Frank A. St. John Chief Operating Officer,,"1,064,039.00",0.00,0.00,0.00,"5,081,551.00",0.00,"2,914,700.00","395,731.00"
54,Lockheed Martin Corp.,LMT,0000936468,2022,Frank A. St. John Chief Operating Officer,,"1,038,462.00",0.00,0.00,0.00,"5,365,755.00",0.00,"3,111,750.00",0.00
54,Lockheed Martin Corp.,LMT,0000936468,2024,"Stephanie C. Hill President, Rotary and Mission Systems",,"995,000.00",0.00,0.00,0.00,"3,400,048.00",0.00,"2,024,300.00",0.00
54,Lockheed Martin Corp.,LMT,0000936468,2024,"Robert M. LightfootPresident, Space",,"1,033,269.00",0.00,0.00,0.00,"3,400,048.00",0.00,"2,024,300.00",0.00
55,Sysco Corp.,SYY,0000096021,2025,Kevin P. HouricanChair of the Board and Chief Executive Officer,,"1,392,308.00",0.00,"10,086,901.00","2,499,989.00","1,616,000.00",0.00,"633,401.00","16,228,599.00"
55,Sysco Corp.,SYY,0000096021,2024,Kevin P. HouricanChair of the Board and Chief Executive Officer,,"1,341,760.00",0.00,"9,430,664.00","2,399,982.00","2,221,000.00",0.00,"204,844.00","15,598,250.00"
55,Sysco Corp.,SYY,0000096021,2023,Kevin P. HouricanChair of the Board and Chief Executive Officer,,"1,296,438.00",0.00,"7,775,318.00","3,299,985.00","1,762,976.00",0.00,"206,303.00","14,341,020.00"
